Name,Earnings,Multiplicative,Share Price,Country
Strabag,0.60,1000000000,43.08,Austria
MDU Resources,0.60,1000000000,20.61,USA
Cardinal Health,0.60,1000000000,91.25,USA
Evercore,0.60,1000000000,122.51,USA
Juniper Networks,0.59,1000000000,32.47,USA
LEG Immobilien,0.59,1000000000,59.89,Germany
The Toro Company,0.59,1000000000,97.43,USA
Primerica,0.59,1000000000,194.01,USA
HCL Technologies,0.59,1000000000,14.01,India
The Bidvest Group,0.59,1000000000,14.88,South Africa
Trip.com,0.59,1000000000,36.00,China
Vantage Towers,0.59,1000000000,35.58,Germany
Punjab National Bank,0.59,1000000000,0.63,India
Indorama Ventures,0.59,1000000000,1.00,Thailand
Metso Outotec (Mo Group),0.59,1000000000,11.58,Finland
OpenText,0.59,1000000000,41.49,Canada
Markel,0.59,1000000000,"1,344",USA
SilverBow Resources,0.59,1000000000,27.13,USA
Silgan Holdings,0.58,1000000000,47.64,USA
Align Technology,0.58,1000000000,330.29,USA
Marks & Spencer,0.58,1000000000,2.43,UK
Dali Foods Group,0.58,1000000000,0.35,China
Zimmer Biomet,0.58,1000000000,144.10,USA
Taiyo Yuden,0.58,1000000000,30.80,Japan
ACEA,0.58,1000000000,15.25,Italy
Eagle Materials,0.58,1000000000,170.42,USA
Lincoln Electric,0.58,1000000000,195.93,USA
Yakult,0.58,1000000000,67.51,Japan
ManpowerGroup,0.58,1000000000,76.56,USA
Sylvamo,0.58,1000000000,44.17,USA
Skechers,0.58,1000000000,51.78,USA
Titan Company,0.58,1000000000,36.06,India
Semapa,0.58,1000000000,14.89,Portugal
Enphase Energy,0.58,1000000000,181.81,USA
Warner Music Group,0.58,1000000000,27.16,USA
Metro AG,0.58,1000000000,8.16,Germany
Brixmor Property Group,0.58,1000000000,21.80,USA
Sixt,0.58,1000000000,124.81,Germany
OPAP (Organization of Football Prognostics),0.57,1000000000,18.44,Greece
Safestore,0.57,1000000000,11.79,UK
Beacon Roofing Supply,0.57,1000000000,79.44,USA
Levi Strauss,0.57,1000000000,15.07,USA
Cogeco,0.57,1000000000,51.02,Canada
American Realty Investors,0.57,1000000000,20.70,USA
ICON plc,0.57,1000000000,234.12,Ireland
Transcontinental Realty Investors,0.57,1000000000,37.98,USA
Gjensidige Forsikring,0.57,1000000000,16.81,Norway
FactSet,0.57,1000000000,420.91,USA
Tryg,0.57,1000000000,22.69,Denmark
Vienna Insurance Group,0.57,1000000000,26.33,Austria
Jiangsu Hengrui Medicine,0.56,1000000000,6.67,China
Kosmos Energy,0.56,1000000000,6.21,USA
WSP Global,0.56,1000000000,132.41,Canada
Admiral Group,0.56,1000000000,27.79,UK
Booz Allen Hamilton,0.56,1000000000,108.61,USA
The Navigator Company,0.56,1000000000,3.58,Portugal
LTIMindtree,0.56,1000000000,61.16,India
Healthpeak Properties,0.56,1000000000,20.67,USA
Sampoerna,0.56,1000000000,0.07000,Indonesia
Skyline Champion,0.56,1000000000,62.33,USA
Garrett Motion,0.56,1000000000,7.60,Switzerland
Gruma (Maseca),0.56,1000000000,16.17,Mexico
B2Gold,0.56,1000000000,3.66,Canada
AMN Healthcare Services,0.56,1000000000,108.10,USA
Compañía de Acero del Pacífico,0.56,1000000000,7.94,Chile
HEICO,0.56,1000000000,165.89,USA
International Game Technology,0.56,1000000000,30.73,UK
Campari,0.56,1000000000,14.07,Italy
NCR Corporation,0.56,1000000000,25.12,USA
Star Bulk Carriers,0.56,1000000000,18.41,Greece
TransAlta,0.56,1000000000,9.74,Canada
Algoma Steel,0.55,1000000000,7.78,Canada
Taiwan Mobile,0.55,1000000000,3.35,Taiwan
Monolithic Power Systems,0.55,1000000000,517.61,USA
Hongkong Land,0.55,1000000000,4.07,Hong Kong
Century Communities,0.55,1000000000,69.67,USA
Swiss Prime Site,0.55,1000000000,88.10,Switzerland
Ball Corporation,0.55,1000000000,58.43,USA
Square Enix,0.55,1000000000,49.35,Japan
Sasol,0.55,1000000000,14.31,South Africa
Allegion,0.55,1000000000,118.43,Ireland
Texas Pacific Land Trust,0.55,1000000000,"1,359",USA
Naturgy,0.55,1000000000,29.76,Spain
Credit Acceptance,0.55,1000000000,494.55,USA
1&1,0.55,1000000000,11.43,Germany
Almarai,0.55,1000000000,17.50,S. Arabia
Pinnacle West Capital,0.55,1000000000,83.25,USA
Cooper Companies,0.55,1000000000,367.41,USA
Banco del Bajío,0.55,1000000000,3.22,Mexico
Oracle Corp Japan,0.55,1000000000,84.10,Japan
Securitas AB,0.55,1000000000,8.17,Sweden
Evonik Industries,0.55,1000000000,19.44,Germany
Cadence Bancorp,0.54,1000000000,20.82,USA
Yamato Holdings,0.54,1000000000,18.11,Japan
China Oilfield Services,0.54,1000000000,1.03,China
Colbún,0.54,1000000000,0.16,Chile
UCB,0.54,1000000000,93.37,Belgium
Valeo,0.54,1000000000,22.87,France
JD Sports Fashion,0.54,1000000000,1.91,UK
Sonae,0.54,1000000000,1.02,Portugal
KBR,0.54,1000000000,65.57,USA
Singapore Land,0.54,1000000000,1.56,Singapore
Covivio Hotels,0.54,1000000000,19.10,France
Petronet LNG,0.54,1000000000,2.76,India
Seven Group Holdings (SGH),0.54,1000000000,17.51,Australia
B&M European Value Retail,0.54,1000000000,7.07,Luxembourg
Straumann,0.53,1000000000,155.83,Switzerland
Hyatt Hotels,0.53,1000000000,113.17,USA
CACI,0.53,1000000000,325.69,USA
Asia Cement,0.53,1000000000,1.43,Taiwan
NuStar Energy,0.53,1000000000,17.25,USA
nVent Electric,0.53,1000000000,47.64,UK
BillerudKorsnäs,0.53,1000000000,8.19,Sweden
Klépierre,0.53,1000000000,24.76,France
AIER Eye Hospital,0.53,1000000000,2.87,China
CNO Financial Group,0.53,1000000000,23.00,USA
TMBThanachart Bank (ttb),0.53,1000000000,0.05000,Thailand
DCC plc,0.53,1000000000,58.77,Ireland
Saputo,0.53,1000000000,23.21,Canada
Coca-Cola HBC,0.53,1000000000,29.80,Switzerland
Ashok Leyland,0.53,1000000000,2.01,India
Regency Centers,0.53,1000000000,61.14,USA
JB Hi-Fi,0.53,1000000000,29.64,Australia
Parkland Corp,0.53,1000000000,25.71,Canada
Pan Ocean,0.53,1000000000,4.20,S. Korea
Celltrion,0.53,1000000000,130.11,S. Korea
"M3, Inc",0.53,1000000000,23.84,Japan
Intercorp Financial Services,0.53,1000000000,24.27,Peru
COSCO SHIPPING Development,0.53,1000000000,0.35,China
EPAM Systems,0.52,1000000000,219.51,USA
Geberit,0.52,1000000000,548.01,Switzerland
Far Eastern New Century,0.52,1000000000,1.08,Taiwan
Altarea,0.52,1000000000,114.74,France
Adecco Group,0.52,1000000000,31.90,Switzerland
Rush Enterprises,0.52,1000000000,59.53,USA
Church & Dwight,0.52,1000000000,96.16,USA
Spark New Zealand,0.52,1000000000,3.10,New Zealand
Steel Authority of India,0.52,1000000000,1.04,India
Krafton,0.52,1000000000,160.17,S. Korea
Futu Holdings,0.52,1000000000,42.03,Hong Kong
Ebara Corporation,0.52,1000000000,51.55,Japan
Ascendas Reit,0.52,1000000000,2.06,Singapore
MM Group (Mayr-Melnhof AG),0.52,1000000000,152.18,Austria
Federal Bank,0.52,1000000000,1.51,India
Rexel,0.52,1000000000,24.51,France
Melisron,0.52,1000000000,71.98,Israel
Adidas,0.52,1000000000,191.39,Germany
Gildan,0.52,1000000000,30.85,Canada
Japan Exchange Group,0.52,1000000000,18.34,Japan
GEA Group,0.52,1000000000,42.95,Germany
Südzucker,0.51,1000000000,18.54,Germany
Cofinimmo,0.51,1000000000,82.17,Belgium
Toromont,0.51,1000000000,80.94,Canada
Tempur Sealy,0.51,1000000000,38.43,USA
Genpact,0.51,1000000000,39.11,Bermuda
Acuity Brands,0.51,1000000000,166.38,USA
Cboe,0.51,1000000000,137.36,USA
Rollins,0.51,1000000000,41.09,USA
UMB Financial,0.51,1000000000,63.16,USA
Pegasus Airlines,0.51,1000000000,24.95,Turkey
Shimadzu,0.51,1000000000,32.82,Japan
edenor,0.51,1000000000,11.98,ar Argentina
Match Group,0.51,1000000000,42.25,USA
Sysmex,0.51,1000000000,69.96,Japan
Playtika,0.51,1000000000,11.38,Israel
OBIC,0.51,1000000000,171.20,Japan
Usiminas,0.51,1000000000,1.54,Brazil
Vanguard International Semiconductor,0.51,1000000000,2.95,Taiwan
Ubiquiti,0.51,1000000000,186.30,USA
Ibiden,0.51,1000000000,58.32,Japan
Zoomlion,0.51,1000000000,0.52,China
Teleflex,0.51,1000000000,252.40,USA
Yaskawa,0.51,1000000000,47.28,Japan
ST Engineering,0.51,1000000000,2.75,Singapore
Incyte,0.51,1000000000,63.23,USA
Copa Holdings,0.51,1000000000,111.31,Panama
Omega Healthcare,0.50,1000000000,31.06,USA
SeaWorld Entertainment,0.50,1000000000,58.62,USA
Park Hotels & Resorts,0.50,1000000000,13.06,USA
Wyndham Hotels & Resorts,0.50,1000000000,68.87,USA
Intertek,0.50,1000000000,56.19,UK
Nikon,0.50,1000000000,12.85,Japan
Landstar System,0.50,1000000000,187.98,USA
Frontier Communications,0.50,1000000000,17.57,USA
SalMar ASA,0.50,1000000000,44.11,Norway
Colas,0.50,1000000000,130.83,France
Adani Transmission,0.50,1000000000,9.90,India
Harel Group,0.50,1000000000,8.87,Israel
Recordati,0.50,1000000000,49.55,Italy
B Communications,0.50,1000000000,3.37,Israel
TriNet,0.50,1000000000,98.03,USA
ASX,0.50,1000000000,42.57,Australia
Iluka Resources,0.50,1000000000,8.22,Australia
SEI Investments,0.50,1000000000,59.33,USA
Aspen Pharmacare,0.50,1000000000,10.33,South Africa
PetGas (Petronas Gas),0.50,1000000000,3.65,Malaysia
Coway,0.50,1000000000,36.68,S. Korea
Seaboard,0.50,1000000000,"3,704",USA
TIS,0.49,1000000000,26.08,Japan
HealthSouth,0.49,1000000000,65.08,USA
Groupe SEB,0.49,1000000000,97.27,France
Viva Energy,0.49,1000000000,2.05,Australia
United Bankshares,0.49,1000000000,31.76,USA
Associated Banc-Corp,0.49,1000000000,17.06,USA
ITT,0.49,1000000000,89.21,USA
DT Midstream,0.49,1000000000,48.52,USA
Accor,0.49,1000000000,36.22,France
National Retail Properties,0.49,1000000000,42.64,USA
TOTO,0.49,1000000000,31.60,Japan
INWIT,0.49,1000000000,13.03,Italy
Beach Energy,0.49,1000000000,0.93,Australia
Logitech,0.49,1000000000,56.91,Switzerland
Leonardo DRS,0.49,1000000000,16.94,USA
PMetal (Press Metal Aluminium),0.49,1000000000,1.08,Malaysia
AGC,0.49,1000000000,37.46,Japan
Crescent Point Energy,0.49,1000000000,6.77,Canada
Howden Joinery,0.49,1000000000,8.73,UK
Metsä Board,0.49,1000000000,11.17,Finland
AIA,0.49,1000000000,10.45,Hong Kong
Daiichi Sankyō,0.49,1000000000,34.47,Japan
NexTier Oilfield,0.49,1000000000,8.84,USA
BİM Birleşik Mağazalar,0.49,1000000000,7.49,Turkey
ProFrac,0.49,1000000000,13.52,USA
Cathay General Bancorp,0.48,1000000000,34.02,USA
MultiChoice Group,0.48,1000000000,5.32,South Africa
Saudi Investment Bank,0.48,1000000000,4.54,S. Arabia
FICO,0.48,1000000000,799.96,USA
EVA Air,0.48,1000000000,1.31,Taiwan
Terex,0.48,1000000000,58.10,USA
Grupo Simec,0.48,1000000000,31.05,Mexico
GoDaddy,0.48,1000000000,74.91,USA
President Chain Store (PSCS),0.48,1000000000,9.29,Taiwan
Weibo,0.48,1000000000,15.25,China
Bruker,0.48,1000000000,75.48,USA
XPO Logistics,0.48,1000000000,51.60,USA
Qiagen,0.48,1000000000,46.76,Netherlands
Huntsman Corporation,0.48,1000000000,25.44,USA
MSC Industrial Direct,0.48,1000000000,97.66,USA
Jinko Solar,0.48,1000000000,47.39,China
Valmet,0.48,1000000000,30.85,Finland
NOV,0.48,1000000000,15.59,USA
US Foods,0.48,1000000000,41.65,USA
Canadian Solar,0.48,1000000000,41.32,Canada
37 Interactive Entertainment,0.48,1000000000,4.87,China
Bendigo and Adelaide Bank,0.48,1000000000,5.87,Australia
Bangkok Dusit Medical Services (BDMS),0.48,1000000000,0.83,Thailand
Bharat Electronics,0.48,1000000000,1.53,India
Yamaha,0.48,1000000000,41.05,Japan
Elisa,0.48,1000000000,56.12,Finland
Select Medical Holdings,0.48,1000000000,29.21,USA
Iren,0.47,1000000000,2.04,Italy
ServiceNow,0.47,1000000000,565.48,USA
Voya Financial,0.47,1000000000,71.91,USA
Hanwha Solutions,0.47,1000000000,36.95,S. Korea
Central Pattana,0.47,1000000000,1.98,Thailand
GasLog,0.47,1000000000,24.46,Greece
DS Smith,0.47,1000000000,3.93,UK
Tele2,0.47,1000000000,9.05,Sweden
Cabot Corporation,0.47,1000000000,68.55,USA
Linamar,0.47,1000000000,53.35,Canada
PerkinElmer,0.47,1000000000,115.24,USA
Hero MotoCorp,0.47,1000000000,34.57,India
F&F Co,0.47,1000000000,106.41,S. Korea
Keyera,0.47,1000000000,23.09,Canada
Frontline,0.47,1000000000,15.24,Bermuda
Aurubis,0.47,1000000000,91.64,Germany
EVN Group,0.47,1000000000,22.66,Austria
MISC Berhad,0.47,1000000000,1.56,Malaysia
Eicher Motors,0.47,1000000000,43.19,India
Donaldson,0.46,1000000000,61.75,USA
PennyMac,0.46,1000000000,68.38,USA
Leroy Seafood,0.46,1000000000,4.20,Norway
Cosan,0.46,1000000000,14.58,Brazil
Immofinanz,0.46,1000000000,17.95,Austria
Xylem,0.46,1000000000,113.44,USA
Orion Corporation,0.46,1000000000,44.78,Finland
Siltronic,0.46,1000000000,84.68,Germany
ADT,0.46,1000000000,6.42,USA
Jasa Marga,0.46,1000000000,0.26,Indonesia
Nordstrom,0.46,1000000000,19.06,USA
Saia,0.46,1000000000,315.87,USA
Jack Henry & Associates,0.46,1000000000,163.54,USA
Momentum Metropolitan,0.46,1000000000,1.02,South Africa
China Lesso Group,0.46,1000000000,0.72,China
Golden Ocean Group,0.46,1000000000,7.84,Bermuda
Atlas Air Worldwide Holdings,0.46,1000000000,102.48,USA
MatsukiyoCocokara,0.46,1000000000,58.63,Japan
Inchcape,0.46,1000000000,10.01,UK
Restoration Hardware,0.46,1000000000,282.60,USA
Pepkor,0.46,1000000000,0.93,South Africa
Eldorado Gold,0.46,1000000000,10.18,Canada
RS Group,0.46,1000000000,10.30,UK
IGG Inc,0.45,1000000000,0.69,Singapore
ANA Holdings,0.45,1000000000,23.13,Japan
Veeva Systems,0.45,1000000000,200.05,USA
Mattel,0.45,1000000000,18.26,USA
Bucher Industries,0.45,1000000000,459.24,Switzerland
Summit Materials,0.45,1000000000,33.89,USA
Regal Rexnord,0.45,1000000000,151.24,USA
Advantech,0.45,1000000000,13.60,Taiwan
Hamamatsu,0.45,1000000000,51.32,Japan
Symrise,0.45,1000000000,104.53,Germany
KE Holdings,0.45,1000000000,16.98,China
Zain Saudi Arabia,0.45,1000000000,3.81,S. Arabia
HK Electric Investments,0.45,1000000000,0.60,Hong Kong
Aalberts,0.45,1000000000,44.47,Netherlands
Applied Industrial Technologies,0.45,1000000000,136.41,USA
Antero Midstream,0.45,1000000000,11.05,USA
kyowa Kirin,0.45,1000000000,19.70,Japan
Helmerich & Payne,0.45,1000000000,34.61,USA
Galicia Financial Group,0.45,1000000000,16.87,ar Argentina
Whitbread,0.45,1000000000,44.02,UK
GMS,0.45,1000000000,66.01,USA
Horizon Therapeutics,0.45,1000000000,101.63,Ireland
Signet Jewelers,0.45,1000000000,60.36,Bermuda
Française des Jeux,0.45,1000000000,40.35,France
Spirit Realty Capital,0.45,1000000000,40.08,USA
Virtu Financial,0.44,1000000000,18.56,USA
Veritiv,0.44,1000000000,122.95,USA
Nissan Chemical,0.44,1000000000,45.81,Japan
Tikehau Capital,0.44,1000000000,25.73,France
WillScot,0.44,1000000000,46.99,USA
China Development Financial,0.44,1000000000,0.42,Taiwan
Uniqa Insurance Group,0.44,1000000000,8.12,Austria
International Petroleum,0.44,1000000000,8.77,Canada
Banque Cantonale Vaudoise,0.44,1000000000,108.02,Switzerland
MTU Aero Engines,0.44,1000000000,248.19,Germany
nternational Bancshares Corp,0.44,1000000000,46.32,USA
Barry Callebaut,0.44,1000000000,"1,960",Switzerland
Rithm Capital,0.44,1000000000,9.30,USA
Taiwan Business Bank,0.44,1000000000,0.46,Taiwan
Home BancShares,0.44,1000000000,23.40,USA
Trelleborg AB,0.44,1000000000,27.32,Sweden
Becle,0.44,1000000000,2.47,Mexico
Nestlé India,0.44,1000000000,280.34,India
Simpson Manufacturing Company,0.44,1000000000,130.11,USA
Herc Holdings,0.44,1000000000,127.09,USA
SBA Communications,0.44,1000000000,230.57,USA
Kemira,0.43,1000000000,17.43,Finland
Lamar Advertising,0.43,1000000000,96.50,USA
MKS Instruments,0.43,1000000000,105.18,USA
Realtek,0.43,1000000000,13.09,Taiwan
DexCom,0.43,1000000000,130.10,USA
Tradeweb,0.43,1000000000,70.79,USA
News Corp,0.43,1000000000,19.80,USA
NewMarket Corp,0.43,1000000000,406.31,USA
LIC Housing Finance,0.43,1000000000,4.72,India
Kenon Holdings,0.43,1000000000,26.12,Singapore
Tronox,0.43,1000000000,12.87,USA
Unite Group (Unite Students),0.43,1000000000,11.60,UK
Kikkoman,0.43,1000000000,60.94,Japan
Meridian Energy,0.43,1000000000,3.37,New Zealand
Obsidian Energy,0.43,1000000000,5.88,Canada
Localiza,0.43,1000000000,13.55,Brazil
Chang Hwa Commercial Bank,0.43,1000000000,0.60,Taiwan
Aksa Energy,0.43,1000000000,1.35,Turkey
Otsuka,0.43,1000000000,41.08,Japan
Valmont Industries,0.43,1000000000,286.43,USA
Indus Towers,0.43,1000000000,2.00,India
Toho Co.,0.43,1000000000,40.53,Japan
Atacadão,0.43,1000000000,2.25,Brazil
Hub Group,0.43,1000000000,80.16,USA
CIE Automotive,0.43,1000000000,31.01,Spain
Euronav,0.43,1000000000,16.42,Belgium
Assurant,0.43,1000000000,131.44,USA
Sunoco,0.43,1000000000,44.98,USA
Texas Capital Bancshares,0.42,1000000000,53.45,USA
Daifuku,0.42,1000000000,21.72,Japan
Discovery Limited,0.42,1000000000,8.28,South Africa
Paycom,0.42,1000000000,319.92,USA
Hansoh Pharma,0.42,1000000000,1.72,China
Mr. Cooper Group,0.42,1000000000,48.23,USA
Zhuzhou CRRC Times Electric,0.42,1000000000,3.98,Hong Kong
Johnson Matthey,0.42,1000000000,22.23,UK
Pacific Gas and Electric,0.42,1000000000,17.40,USA
Red Rock Resorts,0.42,1000000000,47.36,USA
Koito Manufacturing,0.42,1000000000,20.00,Japan
FirstCash,0.42,1000000000,93.82,USA
Delek US,0.42,1000000000,23.60,USA
Carl Zeiss Meditec,0.42,1000000000,118.24,Germany
Kinetik,0.42,1000000000,33.94,USA
Bank of Maharashtra,0.42,1000000000,0.34,India
Agility Public Warehousing Company,0.42,1000000000,"2,078",eu Kuwait
Coca-Cola İçecek,0.42,1000000000,10.46,Turkey
D'Ieteren Group,0.42,1000000000,185.35,Belgium
Ameris Bancorp,0.42,1000000000,35.32,USA
Demant,0.42,1000000000,41.84,Denmark
Geopark,0.42,1000000000,10.37,Chile
Oshkosh Corporation,0.42,1000000000,83.61,USA
F5 Networks,0.42,1000000000,151.98,USA
Toyo Tire,0.42,1000000000,13.74,Japan
Clariant,0.42,1000000000,14.61,Switzerland
Guild Mortgage,0.42,1000000000,11.94,USA
Element Fleet Management,0.41,1000000000,15.36,Canada
Equity LifeStyle Properties,0.41,1000000000,68.70,USA
Northern Star,0.41,1000000000,9.15,Australia
Swedish Orphan Biovitrum,0.41,1000000000,21.30,Sweden
Telefónica Deutschland (O2),0.41,1000000000,2.84,Germany
NMI Holdings,0.41,1000000000,25.34,USA
Sanmina,0.41,1000000000,58.50,USA
Asseco,0.41,1000000000,20.08,Poland
Littelfuse,0.41,1000000000,271.78,USA
Yellow Cake plc,0.41,1000000000,5.37,Jersey
Unilever Indonesia,0.41,1000000000,0.29,Indonesia
Tetra Tech,0.41,1000000000,162.32,USA
Victoria's Secret & Co,0.41,1000000000,19.60,USA
ZOZO,0.41,1000000000,21.17,Japan
Choice Hotels International,0.41,1000000000,113.94,USA
Livent,0.41,1000000000,26.78,USA
Nissin Foods,0.41,1000000000,87.60,Japan
Rubis,0.41,1000000000,26.12,France
Winnebago Industries,0.41,1000000000,64.42,USA
Oberbank,0.41,1000000000,130.28,Austria
Singapore Exchange,0.41,1000000000,7.20,Singapore
Gates Industrial Corp,0.41,1000000000,13.04,USA
Invitation Homes,0.41,1000000000,34.40,USA
Lundbeck,0.41,1000000000,5.31,Denmark
PSP Swiss Property,0.41,1000000000,115.26,Switzerland
Digital Realty,0.41,1000000000,105.18,USA
Richter Gedeon,0.41,1000000000,24.30,Hungary
London Stock Exchange,0.41,1000000000,111.41,UK
Sumitomo Dainippon Pharma,0.41,1000000000,4.63,Japan
Huhtamäki,0.41,1000000000,34.73,Finland
Sarana Menara Nusantara,0.41,1000000000,0.07000,Indonesia
BayWa,0.40,1000000000,58.68,Germany
Royal Caribbean,0.40,1000000000,95.30,USA
Curtiss-Wright,0.40,1000000000,176.52,USA
Cholamandalam Investment and Finance,0.40,1000000000,13.75,India
Buzzi Unicem,0.40,1000000000,24.98,Italy
Ventas,0.40,1000000000,46.08,USA
IDFC FIRST Bank,0.40,1000000000,1.00,India
Black Knight,0.40,1000000000,57.38,USA
Sime Darby,0.40,1000000000,0.44,Malaysia
PTC,0.40,1000000000,143.15,USA
Konami Holdings,0.40,1000000000,55.32,Japan
Shinsegae,0.40,1000000000,145.14,S. Korea
Lifco,0.40,1000000000,21.83,Sweden
Bachoco,0.40,1000000000,53.00,Mexico
Coface,0.40,1000000000,14.12,France
PNM Resources,0.40,1000000000,46.16,USA
Rockwool,0.40,1000000000,247.92,Denmark
Foot Locker,0.40,1000000000,27.21,USA
Idacorp,0.40,1000000000,105.76,USA
Columbia Sportswear,0.40,1000000000,76.92,USA
Shiseido,0.40,1000000000,50.69,Japan
Green Brick Partners,0.40,1000000000,54.33,USA
Bid Corp,0.40,1000000000,23.63,South Africa
Halma,0.39,1000000000,29.85,UK
Erie Indemnity,0.39,1000000000,216.99,USA
Sydbank A/S,0.39,1000000000,48.35,Denmark
Vontier,0.39,1000000000,31.53,USA
Federal Realty Investment Trust,0.39,1000000000,95.93,USA
Far EasTone,0.39,1000000000,2.59,Taiwan
Floor & Decor,0.39,1000000000,96.26,USA
Ivanhoe Mines,0.39,1000000000,9.13,Canada
Nippon Building Fund,0.39,1000000000,"4,020",Japan
Nomad Foods,0.39,1000000000,18.03,UK
Konecranes,0.39,1000000000,41.85,Finland
Axos Financial,0.39,1000000000,40.37,USA
CoStar Group,0.39,1000000000,84.14,USA
Telenor,0.39,1000000000,10.64,Norway
Plus500,0.39,1000000000,19.33,Israel
China Steel,0.39,1000000000,1.48,Taiwan
Sainsbury's,0.39,1000000000,3.45,UK
Corporación América Airports,0.39,1000000000,10.55,Luxembourg
Peyto Exploration & Development,0.39,1000000000,8.26,Canada
Diodes Incorporated,0.39,1000000000,92.88,USA
Sunny Optical,0.39,1000000000,10.51,China
Arbor Realty Trust,0.39,1000000000,13.87,USA
SYNLAB,0.39,1000000000,10.01,Germany
Janus Henderson,0.39,1000000000,28.06,UK
Hawaiian Electric Industries,0.39,1000000000,37.61,USA
Britannia Industries,0.39,1000000000,61.57,India
Fuchs Petrolub,0.39,1000000000,33.23,Germany
Ambuja Cements,0.39,1000000000,5.63,India
Arcosa,0.39,1000000000,71.52,USA
Kongsberg Gruppen,0.39,1000000000,45.96,Norway
ORION,0.38,1000000000,100.98,S. Korea
Brink's,0.38,1000000000,72.62,USA
Phillips-Van Heusen,0.38,1000000000,84.34,USA
Insurance Australia Group,0.38,1000000000,3.79,Australia
United Natural Foods,0.38,1000000000,20.94,USA
Tata Chemicals,0.38,1000000000,11.85,India
INFRONEER Holdings,0.38,1000000000,9.35,Japan
Bezeq,0.38,1000000000,1.36,Israel
VAT Group,0.38,1000000000,417.60,Switzerland
Frasers Group,0.38,1000000000,8.91,UK
