Name,Earnings,Market Cap,Revenue,Share Price,Country
Autodesk,980000000,45630000000,5000000000,213.5,USA
Alexandria Real Estate Equities,980000000,19970000000,2670000000,115.45,USA
Magnolia Oil & Gas,980000000,5280000000,1620000000,20.73,USA
Hulic,980000000,6810000000,3870000000,8.95,Japan
VeriSign,980000000,23280000000,1440000000,223.69,USA
Genworth Financial,980000000,2420000000,7460000000,5.07,USA
Eurazeo,970000000,5530000000,5930000000,73.08,France
KGHM Polska Miedź,970000000,5930000000,7670000000,29.68,Poland
United Therapeutics,970000000,10780000000,1980000000,230.26,USA
Flex,970000000,11890000000,30340000000,26.77,Singapore
Magellan Midstream Partners,970000000,12140000000,3390000000,60.1,USA
Bombardier Recreational Products,970000000,6450000000,7590000000,82.85,Canada
Matson,960000000,2630000000,3880000000,73.5,USA
Cleveland-Cliffs,960000000,8480000000,22320000000,16.47,USA
Teleperformance,960000000,10360000000,8730000000,177.58,France
Iida Group,960000000,4740000000,10390000000,16.92,Japan
Enact Holdings,960000000,4020000000,1100000000,24.94,USA
Bath & Body Works,960000000,8910000000,7500000000,38.95,USA
Universal Music Group,960000000,40020000000,11070000000,22.07,Netherlands
Growthpoint Properties,960000000,2350000000,800000000,0.69,South Africa
Olam,960000000,4160000000,24280000000,1.08,Singapore
Bajaj Auto,960000000,16060000000,4340000000,56.66,India
Shaw Communications,960000000,14940000000,4170000000,30.18,Canada
Arkema,960000000,6940000000,11680000000,92.56,France
First Quantum Minerals,960000000,17400000000,7020000000,25.14,Canada
Equity Residential,950000000,25280000000,2780000000,66.72,USA
Sompo Holdings,950000000,15390000000,34550000000,46.09,Japan
Yum China,950000000,24800000000,9810000000,59.4,China
Hochtief,950000000,6740000000,28310000000,86.82,Germany
Croda International,950000000,9860000000,2530000000,70.66,UK
Zebra Technologies,950000000,14520000000,5750000000,282.4,USA
Coloplast,950000000,27100000000,3380000000,127.69,Denmark
GAIL,950000000,8620000000,17930000000,1.31,India
National Mineral Development Corporation,950000000,3820000000,2170000000,1.31,India
SD BioSensor,940000000,1160000000,2290000000,11.4,S. Korea
PagSeguro,940000000,3310000000,1720000000,10.21,Brazil
Boston Properties,940000000,8630000000,3150000000,55.04,USA
Grupo Catalana Occidente,940000000,3780000000,6160000000,31.53,Spain
SK Telecom,940000000,8030000000,13350000000,20.41,S. Korea
Tricon Residential,940000000,2400000000,810000000,8.83,Canada
Mengniu Dairy,940000000,16090000000,13420000000,4.08,China
Saudi International Petrochemical Company (Sipchem),940000000,7160000000,2640000000,9.76,S. Arabia
Expedia Group,940000000,15680000000,12080000000,105.87,USA
Ajinomoto,940000000,22080000000,9910000000,41.26,Japan
Komerční banka,940000000,5860000000,1640000000,31.06,Czech Republic
Enel Américas,930000000,15000000000,13010000000,0.14,Chile
Companhia Siderúrgica Nacional,930000000,3720000000,8380000000,2.81,Brazil
Fomento de Construcciones y Contratas,930000000,4410000000,7740000000,10.15,Spain
Smurfit Kappa Group,930000000,9560000000,9830000000,36.79,Ireland
Atmos Energy,930000000,16900000000,4560000000,117,USA
Skanska,930000000,5630000000,15640000000,13.72,Sweden
Earthstone Energy,930000000,1910000000,1910000000,13.66,USA
Yageo,930000000,6890000000,3830000000,16.52,Taiwan
Sino Land,930000000,10330000000,1980000000,1.26,Hong Kong
National Bank of Greece,930000000,5880000000,2000000000,6.43,Greece
PPL,930000000,19890000000,8530000000,26.99,USA
Hang Lung Group,930000000,2120000000,1400000000,1.56,Hong Kong
Azrieli Group,930000000,7600000000,780000000,62.31,Israel
IDEXX Laboratories,930000000,40090000000,3430000000,483.03,USA
Formosa Plastics,930000000,19220000000,7630000000,3.02,Taiwan
Want Want China,920000000,7790000000,3770000000,0.64,Hong Kong
Group 1 Automotive,920000000,3360000000,16500000000,237.59,USA
Western Union,920000000,4320000000,4350000000,11.55,USA
Celanese,920000000,12400000000,9980000000,114,USA
Molson Coors,920000000,14330000000,10830000000,66.28,USA
Aliansce Sonae Shopping Centers,920000000,2740000000,280000000,4.87,Brazil
Dassault Aviation,920000000,15390000000,7440000000,188.96,France
A1 Telekom Austria,920000000,4810000000,5240000000,7.24,Austria
Yuanta Financial Holding,910000000,9930000000,2780000000,0.79,Taiwan
Genmab,910000000,25290000000,2150000000,38.77,Denmark
SGS,910000000,17780000000,7180000000,96.52,Switzerland
QBE Insurance,910000000,15690000000,13400000000,10.52,Australia
eBay,910000000,24090000000,9820000000,45.06,USA
DaVita,910000000,8850000000,11660000000,97.62,USA
Dai Nippon Printing,910000000,7640000000,10280000000,28.76,Japan
Organon,910000000,5330000000,6140000000,20.91,USA
Trina Solar,910000000,13010000000,13200000000,5.99,China
DWS Group,910000000,6410000000,4750000000,31.88,Germany
Kingfisher,910000000,5730000000,16130000000,2.98,UK
Outokumpu,910000000,2660000000,9590000000,6.14,Finland
Live Nation,910000000,20730000000,18000000000,90.18,USA
British Land,910000000,4060000000,520000000,4.38,UK
Metro,900000000,12520000000,14610000000,53.81,Canada
Fidelity National Financial,900000000,9460000000,10860000000,34.76,USA
Bankinter,900000000,5670000000,2560000000,6.31,Spain
Pandora,900000000,7350000000,3760000000,85.83,Denmark
Weichai Power,900000000,14660000000,25900000000,1.52,China
Brown & Brown,900000000,18790000000,3780000000,66.25,USA
Polaris,900000000,6900000000,8980000000,121.28,USA
Washington H. Soul Pattinson and Company (WHSP),900000000,8010000000,1780000000,22.2,Australia
Dollarama,900000000,18810000000,3830000000,65.92,Canada
Mueller Industries,900000000,4630000000,3940000000,81.29,USA
Avery Dennison,890000000,13870000000,8750000000,171.09,USA
CONSOL Energy,890000000,2250000000,2420000000,65.37,USA
Fortune Brands Innovations,890000000,8480000000,6330000000,66.99,USA
Great Eastern,890000000,6030000000,13720000000,12.75,Singapore
GlobalWafers,880000000,7280000000,2370000000,16.75,Taiwan
Adani Enterprises,880000000,35250000000,16890000000,30.63,India
Persimmon,880000000,4840000000,4620000000,15.15,UK
Stifel,880000000,6320000000,4320000000,59.57,USA
POOLCORP,880000000,13970000000,5970000000,357.95,USA
Eastman Chemical,880000000,9850000000,10270000000,82.67,USA
Check Point Software,880000000,15800000000,2350000000,130.91,Israel
Daiwa Securities Group,880000000,7610000000,4460000000,5.24,Japan
E.ON,880000000,32630000000,1.257E+11,12.5,Germany
Knight-Swift,870000000,8850000000,7230000000,54.97,USA
Hitachi Construction Machinery,870000000,6120000000,9080000000,28.79,Japan
Boyd Gaming,870000000,6860000000,3650000000,68,USA
Toray Industries,870000000,8960000000,18630000000,5.6,Japan
Novatek Microelectronics,870000000,9090000000,3200000000,14.95,Taiwan
Edison,870000000,7160000000,30580000000,1.52,Italy
Cemex,870000000,10440000000,15930000000,7.2,Mexico
Boise Cascade,870000000,3070000000,7600000000,77.74,USA
Berry Global,870000000,7710000000,13490000000,64.72,USA
MFHC,870000000,16740000000,1920000000,1.2,Taiwan
Avangrid,870000000,14950000000,8250000000,38.66,USA
Gray Television,860000000,720000000,3650000000,7.46,USA
Schaeffler,860000000,4440000000,16960000000,6.72,Germany
Academy Sports,860000000,3710000000,6390000000,48.58,USA
Hikari Tsushin,860000000,6930000000,4740000000,153.6,Japan
Prysmian Group,860000000,11050000000,17140000000,40.65,Italy
Petro Rio,860000000,6330000000,1460000000,7.55,Brazil
Essent Group,860000000,4840000000,990000000,45.17,Bermuda
Ooredoo Q.P.S.C.,860000000,9500000000,6230000000,2.97,eu Qatar
Choice Properties REIT,850000000,7320000000,940000000,10.12,Canada
Prudential Financial,850000000,31760000000,59030000000,87.03,USA
Meiji Holdings,850000000,6440000000,7810000000,23.11,Japan
Host Hotels & Resorts,850000000,12120000000,5210000000,17.05,USA
Waters Corporation,850000000,15890000000,2960000000,269.2,USA
Universal Forest Products,850000000,5540000000,8950000000,89.27,USA
Encore Wire,850000000,3050000000,2950000000,174.07,USA
NiSource,850000000,11300000000,5940000000,27.38,USA
Terumo,850000000,24200000000,5980000000,32.96,Japan
Jerónimo Martins,850000000,17350000000,26690000000,27.61,Portugal
UnipolSai,840000000,7110000000,14970000000,2.51,Italy
Grifols,840000000,7510000000,6220000000,9.08,Spain
BKW AG,840000000,8990000000,5480000000,170.47,Switzerland
Baker Hughes,840000000,31160000000,22030000000,30.57,USA
Kesko,840000000,8160000000,12480000000,20.49,Finland
Brunswick Corporation,840000000,6060000000,6860000000,85.71,USA
Metropolitan Bank (Metrobank),840000000,4630000000,2100000000,1.03,Philippines
Nippon Paint,840000000,21060000000,9930000000,8.97,Japan
Rohm,830000000,9370000000,3770000000,95.54,Japan
Robert Half,830000000,7910000000,7130000000,73.42,USA
GAC (Guangzhou Automobile Group),830000000,12630000000,16400000000,1.46,China
Quebecor,830000000,5820000000,3400000000,25.18,Canada
Service Corporation International,830000000,10140000000,4020000000,66.21,USA
Capri Holdings,830000000,4330000000,5770000000,36.93,UK
Post Holdings,830000000,5560000000,6290000000,87.34,USA
Suncorp,830000000,11560000000,7690000000,9.13,Australia
TopBuild,830000000,7720000000,5100000000,243.28,USA
First International Bank of Israel,830000000,4230000000,1630000000,42.18,Israel
Samsung Biologics,830000000,43410000000,2430000000,609.99,S. Korea
Bank Pekao (Bank Polska Kasa Opieki),830000000,7230000000,2740000000,27.56,Poland
National Fuel Gas,830000000,4760000000,2310000000,51.92,USA
Tech Mahindra,830000000,12810000000,6550000000,13.15,India
Warrior Met Coal,830000000,1860000000,1860000000,35.89,USA
Piraeus Financial Holdings,830000000,4100000000,2270000000,3.28,Greece
Burberry,830000000,11060000000,3830000000,29.25,UK
Valley Bank,820000000,4220000000,1990000000,8.32,USA
Unicharm,820000000,22960000000,6720000000,38.71,Japan
Efes Beverage Group,820000000,1620000000,5560000000,2.74,Turkey
Minera Valparaíso,820000000,2000000000,2110000000,16.06,Chile
Pilgrim's Pride,820000000,5120000000,17390000000,21.66,USA
Watsco,820000000,14180000000,7300000000,366.58,USA
Mediobanca,820000000,10330000000,2050000000,12.29,Italy
Murphy USA,820000000,6300000000,23400000000,289.23,USA
Jefferies Financial Group,820000000,7620000000,5920000000,32.96,USA
Paramount Resources,820000000,3220000000,1920000000,22.56,Canada
Brambles,810000000,13240000000,5550000000,9.53,Australia
Sungrow Power Supply,810000000,23800000000,6990000000,16.03,China
Taiwan Cooperative Financial,810000000,12800000000,1840000000,0.91,Taiwan
Aéroports de Paris,810000000,15050000000,5020000000,152.62,France
Broadridge Financial Solutions,810000000,18970000000,5940000000,160.8,USA
ESR,810000000,8160000000,820000000,1.86,Hong Kong
AGL Energy,810000000,4900000000,8950000000,7.29,Australia
Disco Corp.,810000000,17880000000,2090000000,165.11,Japan
Largan Precision,810000000,9560000000,1520000000,71.66,Taiwan
First Financial Holding,810000000,11950000000,2220000000,0.9,Taiwan
Shriram Transport Finance,810000000,6410000000,1540000000,17.11,India
Crocs,810000000,6810000000,3770000000,109.95,USA
Ingersoll Rand,810000000,26090000000,6200000000,64.52,Ireland
Par Pacific Holdings,800000000,1470000000,7650000000,24.18,USA
Magna International,800000000,16320000000,38870000000,56.99,Canada
Hang Lung Properties,800000000,7660000000,1320000000,1.7,Hong Kong
Wistron Corporation,800000000,7310000000,32120000000,2.62,Taiwan
Romgaz,800000000,3310000000,2610000000,7.72,Romania
Huntington Ingalls Industries,800000000,8820000000,10770000000,221.18,USA
Sany Heavy Industry,800000000,20320000000,11390000000,2.39,China
Hindustan Aeronautics,800000000,15690000000,3290000000,46.93,India
The Commercial Bank (P.S.Q.C.),800000000,6560000000,1410000000,1.58,eu Qatar
Aisin Seiki,800000000,8410000000,32020000000,31.22,Japan
China Resources Beer,800000000,22580000000,5110000000,6.96,Hong Kong
Aristocrat,800000000,17400000000,3630000000,26.54,Australia
Sealed Air,800000000,5830000000,5570000000,40.43,USA
Kingspan Group,790000000,12020000000,8930000000,66.04,Ireland
Jones Lang LaSalle,790000000,7210000000,20770000000,151.02,USA
Royalty Pharma,790000000,14290000000,2350000000,31.9,UK
Franco-Nevada,790000000,28010000000,1250000000,145.74,Canada
Nomura Research Institute,790000000,16510000000,5100000000,27.78,Japan
Chemours,790000000,5050000000,6560000000,33.9,USA
Orkla,790000000,7260000000,6030000000,7.13,Norway
Tsingtao,790000000,16800000000,4880000000,14.88,China
Knorr-Bremse,790000000,11690000000,7740000000,72.56,Germany
Atlas Corp,790000000,4450000000,1700000000,15.48,Canada
Indosat,790000000,4910000000,3150000000,0.61,Indonesia
Sekisui Chemical,790000000,6230000000,9260000000,14.63,Japan
IDEX,790000000,15850000000,3270000000,209.75,USA
RLI Corp.,790000000,6020000000,1790000000,132.22,USA
Banca Mediolanum,790000000,6750000000,1620000000,9.15,Italy
McCormick & Company,790000000,24840000000,6390000000,92.65,USA
Hess Midstream,790000000,7090000000,1260000000,30.01,USA
Grupo Aeroportuario del Sureste,790000000,8910000000,1350000000,297.18,Mexico
SKF (Svenska Kullagerfabriken),790000000,8510000000,9560000000,18.7,Sweden
Tegna,790000000,3600000000,3240000000,16.01,USA
BOK Financial,780000000,5830000000,1990000000,87.57,USA
Gaming and Leisure Properties,780000000,13070000000,1350000000,49.83,USA
Ultrapar Participacoes,780000000,3940000000,27200000000,3.62,Brazil
Shanghai Commercial and Savings Bank,780000000,7230000000,1480000000,1.49,Taiwan
ALD Automotive,780000000,9330000000,8530000000,11.17,France
MVV Energie,780000000,2250000000,7000000000,34.16,Germany
Harvey Norman,780000000,2800000000,2850000000,2.25,Australia
Continental,780000000,15760000000,42340000000,78.83,Germany
Sonova,780000000,16060000000,4090000000,269.57,Switzerland
Pan Pacific,780000000,10740000000,14220000000,18.02,Japan
Domino's Pizza,780000000,11710000000,4550000000,331.41,USA
Erdemir,780000000,5280000000,6890000000,1.56,Turkey
Chocoladefabriken Lindt & Sprüngli,780000000,29830000000,5380000000,"12,648",Switzerland
Baytex Energy,780000000,1790000000,2070000000,3.28,Canada
Barratt Developments,770000000,5580000000,6390000000,5.68,UK
Equifax,770000000,28170000000,5060000000,229.77,USA
Country Garden,770000000,6600000000,62400000000,0.24,China
iA Financial,770000000,7080000000,4820000000,68.42,Canada
WuXi Biologics,770000000,25300000000,2210000000,11.98,China
Bâloise,770000000,7080000000,8060000000,156.56,Switzerland
Core & Main,770000000,6600000000,6650000000,28.57,USA
BJ's Wholesale Club,770000000,8200000000,19540000000,61.07,USA
RPM International,770000000,10980000000,7220000000,85.22,USA
Triton International,770000000,4570000000,1890000000,83.16,Bermuda
MEG Energy,770000000,4440000000,4680000000,15.46,Canada
Amkor Technology,770000000,6480000000,6960000000,26.39,USA
W. P. Carey,770000000,15040000000,1550000000,70.34,USA
Wintrust Financial,770000000,4290000000,2050000000,70.11,USA
Helvetia Holding,760000000,7420000000,10650000000,140.29,Switzerland
Bunzl,760000000,13200000000,14590000000,39.08,UK
Old National Bank,760000000,4050000000,1890000000,13.85,USA
Cullen/Frost Bankers,760000000,7190000000,1850000000,111.71,USA
Avantor,760000000,13460000000,7340000000,19.95,USA
Absa Bank,760000000,180000000,3590000000,42.01,South Africa
Sappi,760000000,1360000000,7250000000,2.25,South Africa
Prada,760000000,18070000000,4490000000,7.06,Italy
Charter Hall Group,760000000,3510000000,700000000,7.43,Australia
Nan Ya PCB,760000000,5890000000,2040000000,9.12,Taiwan
James Hardie Industries,760000000,12260000000,3770000000,27.51,Ireland
Dr. Reddy's,760000000,10010000000,3020000000,60.27,India
Umicore,760000000,7300000000,27240000000,30.29,Belgium
Churchill Downs,750000000,10210000000,2000000000,136.39,USA
Hubbell,750000000,17160000000,5070000000,320.38,USA
Teradyne,750000000,17210000000,3010000000,111.06,USA
Ipsen,750000000,10160000000,3380000000,122.73,France
Tofaş Türk Otomobil Fabrikası,750000000,4740000000,4100000000,9.48,Turkey
Man Group,750000000,3440000000,1730000000,2.87,Jersey
BOC Aviation,750000000,5640000000,2140000000,8.13,Singapore
Alliance Resource Partners,750000000,2260000000,2600000000,17.83,USA
Smith & Nephew,740000000,14040000000,4610000000,32.16,UK
Kerry Group,740000000,17420000000,9390000000,98.38,Ireland
Power Assets,740000000,11430000000,160000000,5.36,Hong Kong
Wienerberger,740000000,3260000000,5170000000,30.74,Austria
XP Inc.,740000000,11980000000,1220000000,22.13,Brazil
TRI Pointe Group,740000000,3170000000,4390000000,31.73,USA
Millicom,740000000,2880000000,5580000000,16.85,Luxembourg
Bank of India,740000000,3660000000,3390000000,0.89,India
AECOM,740000000,12040000000,13540000000,86.67,USA
Kaō,740000000,17330000000,11400000000,37.28,Japan
Intermediate Capital Group (ICG),740000000,5180000000,990000000,17.86,UK
Jyske Bank,740000000,5050000000,1510000000,78.72,Denmark
Turkcell,740000000,3380000000,3300000000,3.88,Turkey
Ingredion,740000000,7040000000,8190000000,106.69,USA
Blackstone Group,730000000,65790000000,4550000000,91.13,USA
Oriental Land,730000000,63990000000,3270000000,38.22,Japan
Marriott Vacations Worldwide,730000000,4670000000,4760000000,127,USA
Birchcliff Energy,730000000,1530000000,1030000000,5.79,Canada
Mapletree Logistics Trust,730000000,6360000000,520000000,1.29,Singapore
Indian Bank,730000000,4280000000,3440000000,3.44,India
Jindal Steel & Power,730000000,6770000000,6480000000,6.64,India
Empire Company,730000000,6670000000,23500000000,26.35,Canada
Stelco,730000000,1770000000,2420000000,32.22,Canada
Nippon Sanso,730000000,9690000000,8540000000,22.14,Japan
Bureau Veritas,730000000,12540000000,5640000000,27.73,France
Parex Resources,730000000,2200000000,1550000000,20.58,Canada
Lear Corporation,730000000,8440000000,21520000000,143.06,USA
