Name,Revenue,Multiplicative,Share Price,Country
UCB,5.90,1000000000,93.37,Belgium
EVE Energy,5.90,1000000000,8.57,China
Shopify,5.90,1000000000,64.71,Canada
Under Armour,5.90,1000000000,7.20,USA
Frasers Group,5.89,1000000000,8.91,UK
TransDigm,5.89,1000000000,815.89,USA
Via S.A.,5.89,1000000000,0.53,Brazil
BGF Retail,5.88,1000000000,152.62,S. Korea
Amerco,5.87,1000000000,54.06,USA
WEG ON,5.87,1000000000,7.88,Brazil
Tianqi Lithium,5.86,1000000000,10.68,China
Antofagasta,5.86,1000000000,19.80,UK
American Axle & Manufacturing,5.86,1000000000,8.09,USA
Şişecam,5.84,1000000000,1.79,Turkey
Invesco,5.83,1000000000,16.78,USA
3i Group,5.83,1000000000,25.43,UK
Hydro One,5.82,1000000000,27.63,Canada
Warner Music Group,5.81,1000000000,27.16,USA
Sacyr,5.81,1000000000,3.41,Spain
RaiaDrogasil,5.81,1000000000,5.93,Brazil
Metso Outotec (Mo Group),5.81,1000000000,11.58,Finland
Nisshin Seifun Group,5.81,1000000000,13.20,Japan
Makita,5.80,1000000000,28.91,Japan
Punjab National Bank,5.80,1000000000,0.63,India
Bancolombia,5.79,1000000000,27.46,eu Colombia
FMC,5.79,1000000000,106.77,USA
ST Engineering,5.79,1000000000,2.75,Singapore
Ingles Markets,5.78,1000000000,84.50,USA
Maybank,5.78,1000000000,4.25,Malaysia
China Longyuan Power Group,5.77,1000000000,1.10,China
Capri Holdings,5.77,1000000000,36.93,UK
First Republic Bank,5.77,1000000000,3.51,USA
WuXi AppTec,5.77,1000000000,9.40,China
YTL Corporation Berhad,5.76,1000000000,0.21,Malaysia
Frontier Communications,5.76,1000000000,17.57,USA
Zebra Technologies,5.75,1000000000,282.40,USA
Hanwha Aerospace,5.74,1000000000,91.93,S. Korea
Taiwan Mobile,5.74,1000000000,3.35,Taiwan
SNC-Lavalin Group,5.73,1000000000,25.46,Canada
Deutsche Börse,5.72,1000000000,189.46,Germany
Resona Holdings,5.71,1000000000,4.74,Japan
Valmet,5.69,1000000000,30.85,Finland
Xylem,5.69,1000000000,113.44,USA
Hasbro,5.69,1000000000,61.45,USA
Crestwood Equity Partners,5.68,1000000000,28.12,USA
Kumho Petrochemical,5.67,1000000000,102.32,S. Korea
Zain (Mobile Telecommunications Company),5.65,1000000000,"1,694",eu Kuwait
Peabody Energy,5.65,1000000000,20.55,USA
Wüstenrot & Württembergische,5.64,1000000000,17.23,Germany
Vonovia,5.64,1000000000,20.34,Germany
Bureau Veritas,5.64,1000000000,27.73,France
Gartner,5.62,1000000000,356.54,USA
Ferrari,5.60,1000000000,308.02,Italy
INFRONEER Holdings,5.59,1000000000,9.35,Japan
Keysight,5.59,1000000000,164.86,USA
VakıfBank,5.58,1000000000,0.43,Turkey
Millicom,5.58,1000000000,16.85,Luxembourg
Hanover Insurance Group,5.58,1000000000,115.30,USA
Sealed Air,5.57,1000000000,40.43,USA
Efes Beverage Group,5.56,1000000000,2.74,Turkey
BTG Pactual,5.56,1000000000,3.12,Brazil
Roper Technologies,5.56,1000000000,458.78,USA
Brambles,5.55,1000000000,9.53,Australia
GEA Group,5.55,1000000000,42.95,Germany
Swedbank,5.55,1000000000,17.55,Sweden
Eisai,5.55,1000000000,68.64,Japan
Hexagon,5.53,1000000000,12.62,Sweden
Teledyne,5.52,1000000000,406.43,USA
Seven Group Holdings (SGH),5.51,1000000000,17.51,Australia
Elbit Systems,5.51,1000000000,206.05,Israel
Wacker Chemie,5.51,1000000000,136.58,Germany
Church & Dwight,5.50,1000000000,96.16,USA
Juniper Networks,5.50,1000000000,32.47,USA
Edwards Lifesciences,5.50,1000000000,91.94,USA
MDC Holdings,5.49,1000000000,44.96,USA
Serco Group,5.49,1000000000,1.80,UK
Bank Hapoalim,5.49,1000000000,8.78,Israel
BKW AG,5.48,1000000000,170.47,Switzerland
Equatorial Energia,5.47,1000000000,6.40,Brazil
LG Household & Health Care,5.47,1000000000,175.52,S. Korea
Big Lots,5.46,1000000000,7.58,USA
Kemper,5.46,1000000000,45.83,USA
Powergrid Corporation of India,5.46,1000000000,3.01,India
Spirit Airlines,5.45,1000000000,16.96,USA
Kakao,5.44,1000000000,42.19,S. Korea
Mechel PAO,5.44,1000000000,2.25,Russia
Banco Sabadell,5.42,1000000000,1.12,Spain
Mowi,5.42,1000000000,17.55,Norway
Moody's,5.41,1000000000,341.85,USA
Syneos Health,5.41,1000000000,41.80,USA
Wolters Kluwer,5.40,1000000000,127.16,Netherlands
FAW Car,5.40,1000000000,1.17,China
Telephone and Data Systems,5.40,1000000000,7.53,USA
Endeavor Group,5.39,1000000000,22.33,USA
Hoya,5.39,1000000000,124.80,Japan
Harbour Energy,5.39,1000000000,3.21,UK
Babcock International Group,5.38,1000000000,3.95,UK
Keppel,5.38,1000000000,5.25,Singapore
Chocoladefabriken Lindt & Sprüngli,5.38,1000000000,"12,648",Switzerland
NCC,5.37,1000000000,8.64,Sweden
Coty,5.37,1000000000,12.44,USA
Taylor Wimpey,5.35,1000000000,1.40,UK
SS&C Technologies,5.35,1000000000,60.12,USA
Americanas,5.35,1000000000,0.25,Brazil
Take 2 Interactive,5.34,1000000000,138.64,USA
Keyera,5.34,1000000000,23.09,Canada
LG Corp,5.34,1000000000,69.81,S. Korea
Simon Property Group,5.34,1000000000,112.79,USA
GFL Environmental,5.34,1000000000,37.28,Canada
AXIS Capital,5.32,1000000000,54.94,Bermuda
GMS,5.31,1000000000,66.01,USA
OTP Bank,5.31,1000000000,35.34,Hungary
Tryg,5.31,1000000000,22.69,Denmark
Clean Harbors,5.30,1000000000,156.67,USA
ACEA,5.30,1000000000,15.25,Italy
Southwest Gas,5.29,1000000000,64.11,USA
Husqvarna,5.29,1000000000,8.38,Sweden
Advanced Info Service (AIS),5.29,1000000000,6.30,Thailand
Alfa Laval,5.29,1000000000,36.73,Sweden
Fletcher Building,5.29,1000000000,3.21,New Zealand
Synopsys,5.28,1000000000,441.19,USA
Las Vegas Sands,5.28,1000000000,58.45,USA
ZTO Express,5.28,1000000000,27.46,China
Spirit AeroSystems,5.28,1000000000,30.92,USA
DMart,5.26,1000000000,49.87,India
Reece Group,5.26,1000000000,13.23,Australia
Nexstar Media Group,5.25,1000000000,165.03,USA
Airtel Africa,5.25,1000000000,1.59,UK
Sun Pharmaceutical,5.25,1000000000,12.11,India
Vodafone Idea,5.25,1000000000,0.10,India
China Oilfield Services,5.24,1000000000,1.03,China
Ebara Corporation,5.24,1000000000,51.55,Japan
A1 Telekom Austria,5.24,1000000000,7.24,Austria
CyberAgent,5.23,1000000000,7.59,Japan
Globe Life,5.22,1000000000,108.01,USA
Guotai Junan Securities,5.22,1000000000,2.10,China
KCC Corp,5.22,1000000000,158.99,S. Korea
Bank Leumi,5.21,1000000000,7.70,Israel
Enerjisa Enerji,5.21,1000000000,1.34,Turkey
Host Hotels & Resorts,5.21,1000000000,17.05,USA
Mattel,5.20,1000000000,18.26,USA
Entain,5.20,1000000000,15.60,Isle of Man
Worthington Industries,5.20,1000000000,60.92,USA
TOTO,5.20,1000000000,31.60,Japan
Hub Group,5.19,1000000000,80.16,USA
Subsea 7,5.18,1000000000,10.94,Luxembourg
Jeld-Wen,5.18,1000000000,15.72,USA
Wienerberger,5.17,1000000000,30.74,Austria
Iron Mountain,5.16,1000000000,56.76,USA
Industries Qatar,5.16,1000000000,3.21,eu Qatar
Interactive Brokers,5.15,1000000000,80.28,USA
Regal Rexnord,5.14,1000000000,151.24,USA
Banco Santander México,5.14,1000000000,5.46,Mexico
Yellow Corporation,5.14,1000000000,1.73,USA
Almarai,5.14,1000000000,17.50,S. Arabia
Skyworks Solutions,5.12,1000000000,109.26,USA
Herbalife,5.12,1000000000,12.45,USA
CME Group,5.11,1000000000,184.11,USA
China Resources Beer,5.11,1000000000,6.96,Hong Kong
China Airlines,5.11,1000000000,0.90,Taiwan
Banco BPM,5.11,1000000000,4.39,Italy
Nomura Research Institute,5.10,1000000000,27.78,Japan
TopBuild,5.10,1000000000,243.28,USA
Kasikornbank,5.09,1000000000,3.77,Thailand
ArcBest,5.09,1000000000,88.23,USA
Ashok Leyland,5.09,1000000000,2.01,India
CTBC Financial Holding,5.08,1000000000,0.80,Taiwan
Hubbell,5.07,1000000000,320.38,USA
Equifax,5.06,1000000000,229.77,USA
MTU Aero Engines,5.05,1000000000,248.19,Germany
D'Ieteren Group,5.04,1000000000,185.35,Belgium
Leggett & Platt,5.03,1000000000,31.20,USA
Svenska Handelsbanken,5.03,1000000000,8.67,Sweden
Range Resources,5.03,1000000000,28.49,USA
Toho Gas,5.02,1000000000,18.08,Japan
Aéroports de Paris,5.02,1000000000,152.62,France
American Eagle Outfitters,5.01,1000000000,11.74,USA
New India Assurance,5.01,1000000000,1.50,India
Autodesk,5.00,1000000000,213.50,USA
IAC/InterActiveCorp,4.99,1000000000,62.95,USA
Axalta,4.99,1000000000,32.46,USA
Epiroc,4.99,1000000000,19.20,Sweden
EVA Air,4.98,1000000000,1.31,Taiwan
Bachoco,4.96,1000000000,53.00,Mexico
Bayan Resources,4.96,1000000000,1.03,Indonesia
CrossAmerica Partners,4.96,1000000000,20.18,USA
Polyus,4.96,1000000000,108.50,Russia
Kelly Services,4.96,1000000000,17.34,USA
Steris,4.95,1000000000,213.61,Ireland
Imerys,4.95,1000000000,39.08,France
Canfor,4.94,1000000000,16.12,Canada
Adani Power,4.93,1000000000,3.25,India
Aktieselskabet Schouw & Co.,4.92,1000000000,80.34,Denmark
Paychex,4.92,1000000000,113.59,USA
TriNet,4.91,1000000000,98.03,USA
Brookfield Renewable Partners,4.90,1000000000,29.39,Bermuda
Halkbank,4.90,1000000000,0.55,Turkey
Flowers Foods,4.90,1000000000,24.92,USA
Digital Realty,4.90,1000000000,105.18,USA
AAK,4.89,1000000000,18.88,Sweden
Hapvida,4.89,1000000000,0.91,Brazil
Tempur Sealy,4.88,1000000000,38.43,USA
Tsingtao,4.88,1000000000,14.88,China
Medibank,4.87,1000000000,2.46,Australia
Orpea,4.86,1000000000,2.79,France
EPAM Systems,4.86,1000000000,219.51,USA
CCL Industries,4.86,1000000000,46.75,Canada
Urban Outfitters,4.85,1000000000,32.30,USA
Arista Networks,4.85,1000000000,157.79,USA
Nissin Foods,4.85,1000000000,87.60,Japan
Coherent,4.84,1000000000,54.87,USA
Garmin,4.83,1000000000,106.00,Switzerland
ams AG,4.82,1000000000,8.18,Austria
MM Group (Mayr-Melnhof AG),4.82,1000000000,152.18,Austria
iA Financial,4.82,1000000000,68.42,Canada
Nongfu Spring,4.81,1000000000,5.53,China
AMN Healthcare Services,4.81,1000000000,108.10,USA
Sunny Optical,4.81,1000000000,10.51,China
Lamb Weston,4.80,1000000000,114.34,USA
Credicorp,4.78,1000000000,149.29,Bermuda
Dino Polska,4.78,1000000000,117.30,Poland
Asiana Airlines,4.76,1000000000,10.34,S. Korea
Marriott Vacations Worldwide,4.76,1000000000,127.00,USA
First Citizens BancShares,4.75,1000000000,"1,283",USA
Maximus,4.75,1000000000,85.69,USA
DWS Group,4.75,1000000000,31.88,Germany
Catalent,4.75,1000000000,44.11,USA
Lennox,4.75,1000000000,311.04,USA
Hikari Tsushin,4.74,1000000000,153.60,Japan
Weis Markets,4.73,1000000000,66.77,USA
Amdocs,4.73,1000000000,97.60,USA
Aena,4.73,1000000000,161.59,Spain
Remgro Limited,4.73,1000000000,7.98,South Africa
The Toro Company,4.73,1000000000,97.43,USA
Fortinet,4.72,1000000000,72.78,USA
HealthSouth,4.71,1000000000,65.08,USA
Liberty Latin America,4.70,1000000000,8.42,USA
Korian,4.70,1000000000,8.38,France
MEG Energy,4.68,1000000000,15.46,Canada
Ardagh Metal Packaging,4.68,1000000000,3.74,Luxembourg
Huhtamäki,4.68,1000000000,34.73,Finland
Worldline,4.67,1000000000,38.10,France
SCB (Siam Commercial Bank),4.66,1000000000,3.08,Thailand
Titan Company,4.66,1000000000,36.06,India
YANGHE,4.65,1000000000,20.39,China
Terex,4.65,1000000000,58.10,USA
Oil India,4.64,1000000000,3.10,India
Orica,4.64,1000000000,10.54,Australia
Brink's,4.64,1000000000,72.62,USA
Timken Company,4.63,1000000000,85.01,USA
Premium Brands,4.63,1000000000,76.00,Canada
Dürr,4.63,1000000000,34.22,Germany
Calumet Specialty Products Partners,4.62,1000000000,15.59,USA
Persimmon,4.62,1000000000,15.15,UK
ASGN,4.61,1000000000,72.39,USA
Liberty Energy,4.61,1000000000,13.74,USA
Smith & Nephew,4.61,1000000000,32.16,UK
Bpost,4.61,1000000000,4.57,Belgium
Samsung Heavy Industries,4.60,1000000000,117.67,S. Korea
Huatai Securities,4.59,1000000000,1.98,China
ASOS,4.58,1000000000,4.73,UK
Weatherford International,4.57,1000000000,60.67,USA
Emmi AG,4.57,1000000000,987.61,Switzerland
Snap-on,4.57,1000000000,273.87,USA
Trinseo,4.57,1000000000,15.26,USA
Atmos Energy,4.56,1000000000,117.00,USA
Perrigo,4.55,1000000000,34.40,Ireland
Blackstone Group,4.55,1000000000,91.13,USA
Saudi Arabian Fertilizer Company,4.55,1000000000,34.79,S. Arabia
Domino's Pizza,4.55,1000000000,331.41,USA
Atlas Air Worldwide Holdings,4.54,1000000000,102.48,USA
Oscar Health,4.54,1000000000,8.85,USA
Embraer,4.54,1000000000,16.62,Brazil
Logitech,4.53,1000000000,56.91,Switzerland
Bilfinger,4.53,1000000000,35.12,Germany
LCI Industries,4.53,1000000000,121.09,USA
Pepco Group,4.53,1000000000,9.51,UK
Pepkor,4.53,1000000000,0.93,South Africa
Snap,4.52,1000000000,10.68,USA
Accor,4.52,1000000000,36.22,France
Bloomin' Brands,4.52,1000000000,26.51,USA
ITV plc,4.51,1000000000,0.90,UK
Jastrzebska Spólka Weglowa,4.51,1000000000,10.41,Poland
Bright Health,4.51,1000000000,11.44,USA
Yadea Group,4.50,1000000000,2.32,China
Pan Ocean,4.50,1000000000,4.20,S. Korea
Rentokil Initial,4.50,1000000000,40.65,UK
Hai Di Lao Hot Pot,4.50,1000000000,2.38,China
Prada,4.49,1000000000,7.06,Italy
CIMB Group,4.49,1000000000,1.08,Malaysia
RXO,4.49,1000000000,22.35,USA
Krones,4.49,1000000000,124.26,Germany
Mindray,4.48,1000000000,43.01,China
Pinnacle West Capital,4.48,1000000000,83.25,USA
Shimano,4.48,1000000000,166.64,Japan
Kikkoman,4.48,1000000000,60.94,Japan
Daiwa Securities Group,4.46,1000000000,5.24,Japan
China Lesso Group,4.46,1000000000,0.72,China
Unimicron,4.45,1000000000,6.19,Taiwan
Winnebago Industries,4.45,1000000000,64.42,USA
Elanco,4.45,1000000000,10.37,USA
Illumina,4.44,1000000000,205.87,USA
Técnicas Reunidas,4.44,1000000000,9.06,Spain
Patrick Industries,4.43,1000000000,78.23,USA
BillerudKorsnäs,4.43,1000000000,8.19,Sweden
eXp World Holdings,4.43,1000000000,19.65,USA
Fresh Del Monte Produce,4.43,1000000000,26.88,Cayman Islands
Comfort Systems,4.42,1000000000,161.58,USA
Nikon,4.42,1000000000,12.85,Japan
Valmont Industries,4.42,1000000000,286.43,USA
Bangkok Bank,4.42,1000000000,4.66,Thailand
Zoom,4.42,1000000000,70.06,USA
Colliers International,4.42,1000000000,96.31,Canada
Primoris Services Corporation,4.42,1000000000,29.51,USA
Parsons,4.41,1000000000,47.79,USA
KT&G (Korea Tobacco),4.41,1000000000,64.93,S. Korea
Indofood CBP,4.40,1000000000,0.75,Indonesia
Macquarie,4.40,1000000000,126.90,Australia
Stantec,4.40,1000000000,63.73,Canada
Tobu Railway,4.40,1000000000,26.53,Japan
Sumitomo Dainippon Pharma,4.40,1000000000,4.63,Japan
Franchise Group,4.39,1000000000,28.90,USA
Sartorius,4.39,1000000000,323.52,Germany
ProSiebenSat.1 Media,4.39,1000000000,9.62,Germany
Genpact,4.39,1000000000,39.11,Bermuda
TRI Pointe Group,4.39,1000000000,31.73,USA
Hong Kong Telecom,4.37,1000000000,1.19,Hong Kong
Jindal Stainless,4.37,1000000000,3.98,India
Amadeus IT Group,4.37,1000000000,76.55,Spain
Sabesp,4.36,1000000000,11.16,Brazil
iQIYI,4.35,1000000000,5.50,China
Floor & Decor,4.35,1000000000,96.26,USA
Western Union,4.35,1000000000,11.55,USA
Daifuku,4.35,1000000000,21.72,Japan
Bajaj Auto,4.34,1000000000,56.66,India
Galenica,4.34,1000000000,80.52,Switzerland
Georg Fischer,4.32,1000000000,74.52,Switzerland
Stifel,4.32,1000000000,59.57,USA
EVN Group,4.32,1000000000,22.66,Austria
Generac Power Systems,4.31,1000000000,119.42,USA
Applied Industrial Technologies,4.31,1000000000,136.41,USA
Bellway,4.30,1000000000,27.06,UK
Public Storage,4.30,1000000000,287.10,USA
Cargotec,4.30,1000000000,56.77,Finland
Berli Jucker (BJC),4.29,1000000000,1.08,Thailand
Momentum Metropolitan,4.29,1000000000,1.02,South Africa
Rede D'Or Sao Luiz,4.29,1000000000,6.92,Brazil
Prosegur,4.29,1000000000,1.82,Spain
TIM S.A.,4.28,1000000000,15.47,Brazil
Shufersal,4.27,1000000000,5.90,Israel
M/I Homes,4.27,1000000000,78.33,USA
Plexus,4.26,1000000000,96.16,USA
Cabot Corporation,4.25,1000000000,68.55,USA
Itochu Techno-Solutions,4.25,1000000000,26.16,Japan
PriceSmart,4.24,1000000000,74.99,USA
Mediclinic International,4.24,1000000000,6.49,South Africa
Century Communities,4.24,1000000000,69.67,USA
Etihad Etisalat (Mobily),4.24,1000000000,12.22,S. Arabia
International Game Technology,4.23,1000000000,30.73,UK
MillerKnoll,4.23,1000000000,14.62,USA
Elkem,4.23,1000000000,2.54,Norway
Asian Paints,4.22,1000000000,40.48,India
PDC Energy,4.22,1000000000,71.20,USA
Wynn Resorts,4.22,1000000000,103.73,USA
Lyft,4.22,1000000000,10.26,USA
Alliant Energy,4.21,1000000000,53.74,USA
Newcrest Mining,4.20,1000000000,18.13,Australia
Hero MotoCorp,4.20,1000000000,34.57,India
Texas Roadhouse,4.20,1000000000,109.97,USA
1&1,4.19,1000000000,11.43,Germany
OneMain Financial,4.19,1000000000,43.07,USA
Julius Bär,4.19,1000000000,64.28,Switzerland
Ventas,4.18,1000000000,46.08,USA
Murphy Oil,4.18,1000000000,38.90,USA
Localiza,4.17,1000000000,13.55,Brazil
Brown Forman,4.17,1000000000,66.91,USA
Copel,4.17,1000000000,8.04,Brazil
Shaw Communications,4.17,1000000000,30.18,Canada
Methanex,4.17,1000000000,42.31,Canada
Tencent Music,4.16,1000000000,8.03,China
Pentair,4.15,1000000000,60.81,UK
U.S. Cellular,4.14,1000000000,16.17,USA
PKO Bank Polski,4.13,1000000000,8.89,Poland
GoDaddy,4.12,1000000000,74.91,USA
Topgolf Callaway Brands,4.12,1000000000,19.46,USA
Acuity Brands,4.11,1000000000,166.38,USA
Indra Sistemas,4.10,1000000000,12.81,Spain
Tofaş Türk Otomobil Fabrikası,4.10,1000000000,9.48,Turkey
Upbound Group,4.10,1000000000,32.27,USA
Hindustan Zinc,4.09,1000000000,3.72,India
Sonova,4.09,1000000000,269.57,Switzerland
Elis,4.09,1000000000,19.33,France
Charles River Laboratories,4.09,1000000000,209.99,USA
NIBE Industrier,4.08,1000000000,10.03,Sweden
Discovery Limited,4.08,1000000000,8.28,South Africa
OTE Group,4.08,1000000000,16.18,Greece
IHH Healthcare,4.08,1000000000,1.28,Malaysia
AMC Entertainment,4.08,1000000000,4.70,USA
Brinker International,4.07,1000000000,36.39,USA
Yamaha,4.07,1000000000,41.05,Japan
China Securities,4.07,1000000000,3.41,China
Yaskawa,4.06,1000000000,47.28,Japan
Indah Kiat Pulp & Paper,4.06,1000000000,0.53,Indonesia
Stadler Rail,4.05,1000000000,39.68,Switzerland
Hologic,4.05,1000000000,81.20,USA
Telecom Argentina,4.05,1000000000,6.04,ar Argentina
Bank Negara Indonesia,4.05,1000000000,0.60,Indonesia
Sensata Technologies,4.05,1000000000,45.34,USA
ALTEN,4.05,1000000000,165.10,France
Advantage Solutions,4.04,1000000000,2.15,USA
SiteOne Landscape Supply,4.04,1000000000,158.79,USA
Middleby,4.04,1000000000,144.56,USA
Option Care Health,4.04,1000000000,30.69,USA
Graham Holdings,4.04,1000000000,570.96,USA
Meitetsu,4.04,1000000000,16.70,Japan
Allegheny Technologies,4.04,1000000000,39.29,USA
SAAB AB,4.03,1000000000,56.32,Sweden
DAQO New Energy,4.03,1000000000,42.65,China
Service Corporation International,4.02,1000000000,66.21,USA
Rockwool,4.02,1000000000,247.92,Denmark
ResMed,4.01,1000000000,219.04,USA
Bread Financial,4.00,1000000000,30.74,USA
Hilton Grand Vacations,3.99,1000000000,45.64,USA
XPeng,3.98,1000000000,11.38,China
Veidekke,3.98,1000000000,10.49,Norway
Dycom Industries,3.97,1000000000,105.69,USA
TODA corp,3.97,1000000000,5.73,Japan
Cboe,3.97,1000000000,137.36,USA
Advantest,3.96,1000000000,141.55,Japan
NWS holdings,3.96,1000000000,0.94,Hong Kong
TreeHouse Foods,3.96,1000000000,52.26,USA
Twilio,3.95,1000000000,67.65,USA
Mettler-Toledo,3.95,1000000000,"1,322",USA
Bluelinx,3.94,1000000000,91.44,USA
Mercury General,3.94,1000000000,30.62,USA
Mueller Industries,3.94,1000000000,81.29,USA
Alpha Metallurgical Resources,3.94,1000000000,157.56,USA
Dentsply Sirona,3.93,1000000000,39.73,USA
TVS Motor,3.93,1000000000,16.51,India
FirstService,3.92,1000000000,144.49,Canada
AngloGold Ashanti,3.92,1000000000,24.16,South Africa
Mizrahi-Tefahot,3.91,1000000000,36.83,Israel
Brookfield Renewable,3.91,1000000000,32.89,USA
Ambuja Cements,3.90,1000000000,5.63,India
Visteon,3.90,1000000000,149.74,USA
MSC Industrial Direct,3.90,1000000000,97.66,USA
Klabin,3.89,1000000000,4.76,Brazil
OpenText,3.89,1000000000,41.49,Canada
Bucher Industries,3.89,1000000000,459.24,Switzerland
Chord Energy,3.89,1000000000,151.67,USA
ChampionX,3.88,1000000000,28.32,USA
American Water Works,3.88,1000000000,148.98,USA
Asseco,3.88,1000000000,20.08,Poland
Hawaiian Electric Industries,3.88,1000000000,37.61,USA
Televisa,3.88,1000000000,5.32,Mexico
Matson,3.88,1000000000,73.50,USA
Kemira,3.88,1000000000,17.43,Finland
iHeartMedia,3.88,1000000000,3.53,USA
Lincoln Electric,3.87,1000000000,195.93,USA
Hulic,3.87,1000000000,8.95,Japan
Russel Metals,3.87,1000000000,27.93,Canada
Intertek,3.86,1000000000,56.19,UK
Israel Discount Bank,3.86,1000000000,56.49,Israel
Kuwait Finance House,3.86,1000000000,"2,410",eu Kuwait
DFDS A/S,3.86,1000000000,37.86,Denmark
Toyo Tire,3.86,1000000000,13.74,Japan
DSME (Daewoo Shipbuilding),3.85,1000000000,26.09,S. Korea
Reynolds Consumer,3.84,1000000000,28.24,USA
Tetra Tech,3.84,1000000000,162.32,USA
Ciena,3.84,1000000000,44.31,USA
bioMérieux,3.84,1000000000,101.09,France
Sanwa Holdings,3.84,1000000000,13.01,Japan
HUGO BOSS,3.84,1000000000,77.36,Germany
Ozon,3.83,1000000000,N/A,USA
Dollarama,3.83,1000000000,65.92,Canada
Burberry,3.83,1000000000,29.25,UK
Luzhou Laojiao,3.83,1000000000,32.67,China
Yageo,3.83,1000000000,16.52,Taiwan
Taiwan Cement,3.82,1000000000,1.26,Taiwan
Comerica,3.82,1000000000,42.42,USA
BDO Unibank,3.82,1000000000,26.26,Philippines
Atkore,3.82,1000000000,139.87,USA
Arcos Dorados Holdings,3.81,1000000000,9.09,Uruguay
Riyad Bank,3.81,1000000000,8.86,S. Arabia
MultiChoice Group,3.81,1000000000,5.32,South Africa
Conduent,3.81,1000000000,3.36,USA
Bausch + Lomb,3.81,1000000000,19.60,Canada
Sally Beauty Holdings,3.79,1000000000,12.38,USA
Brown & Brown,3.78,1000000000,66.25,USA
Want Want China,3.77,1000000000,0.64,Hong Kong
Crocs,3.77,1000000000,109.95,USA
Rohm,3.77,1000000000,95.54,Japan
James Hardie Industries,3.77,1000000000,27.51,Ireland
Charoen Pokphand Indonesia,3.77,1000000000,0.35,Indonesia
Flowserve,3.77,1000000000,36.57,USA
Spark New Zealand,3.76,1000000000,3.10,New Zealand
Sylvamo,3.76,1000000000,44.17,USA
